read,length,D1,D2,bin_id
f006aa43-634d-46e0-8a97-3e041d6f9cc3,1474,50.473.595,64.770.794,1
124c8d8c-d0e6-4a20-ae77-f706ee9adbdf,1481,39.641.607,8.853.167,1
ba666e07-4cf4-4a42-b22b-0ae19fed17fa,1475,0.9105298,48.595.266,0
c425f42a-6eb8-4780-b5b9-c037efde51d1,1498,5.631.318,70.390.477,1
5e5102cc-0678-4b2a-85b7-8a911dbfd94a,1458,49.516.582,7.805.592,1
dd420939-f375-4212-9525-e1491af852d4,1487,-0.5579429,52.428.856,0
e8885d45-3405-4484-b565-d30fd4b4fbb0,1487,39.665.394,8.872.323,1
acad0318-9e92-4436-a4d0-1ee640c048b3,1454,0.56897175,7.185.247,0
925183fa-2936-4f7a-8e14-99c3690d9c33,1479,0.5087184,48.486.137,0
e22ae984-04a4-47bd-8a7b-32e5b840f1d6,1454,48.416.896,9.179.812,1
f2a7ef1d-6660-4ee7-8dc5-dedf9621a84e,1480,5.951.545,71.194.887,1
4c617b70-d711-457f-af53-7cb72f78eed0,1471,-0.97173125,71.365.924,0
646b7072-cb7f-459e-aa5f-45bd8fda059a,1498,-0.10923355,56.104.746,0
0c88c978-d117-4a0f-861e-0ce8029b5ad9,1422,4.398.543,71.127.205,1
a4dfc22a-3854-43dc-8515-df861a0be338,1548,5.667.708,8.208.808,1
adc7a5f7-f8a5-4a69-a242-75ad7e388bf0,1529,-0.22926691,60.778.646,0
5e0e82ac-ff8c-495e-bdcc-0871c9640abb,1499,60.642.066,68.933.535,1
49583e2b-ce20-44a6-99d3-affc0494b3bd,1457,6.308.275,800.508,1
b777cc16-6faf-4574-b53f-4a032e8c046a,1468,46.488.786,8.186.221,1
6e6f8870-fa3d-4315-ae32-7af3e082efb2,1482,-11.864.685,7.278.353,0
2d41c053-c041-4d42-992c-05b4f17fc26d,1522,0.8910832,63.834.934,0
85c0360d-ab7b-46d5-ac79-f1eae2cdce38,1531,5.671.095,6.359.958,1
f402f08a-fbb3-4ae4-ab2e-3b6841cd7945,1493,0.44848222,56.846.538,0
9c0e1fd6-e076-47d6-a5e6-3428b314e6a3,1487,394.019,6.758.371,1
59acb068-413d-4a78-9124-9d2c333e3ba4,1495,-0.16803688,45.962.143,0
ca864ba5-dfa9-4b19-8e34-33c8020da15d,1449,0.15670499,5.621.239,0
623d12a8-7bc5-4117-9417-754069904b45,1496,53.425.336,8.405.831,1
5bdf45cf-9cbe-4722-8902-74b65db207f5,1486,5.953.799,8.183.828,1
7482db0e-bdde-491c-8b9c-1a8f679fb3c8,1501,5.345.782,74.884.014,1
0446de93-0bd0-46d4-8f50-221a6a58414a,1463,-0.27623534,6.089.038,0
84d54c6d-fd92-40f1-86e5-2b77e512bfe8,1475,-0.24560738,6.495.574,0
92833b1c-e1a0-43a6-b603-2c8de85de078,1559,5.798.423,89.693.165,1
3916960f-a51e-4efc-a426-68aa97eaa3a6,1485,4.606.962,8.910.156,1
0eb03123-d3e0-49c0-b9c7-593a66e45443,1456,33.481.328,8.441.188,1
9d563c60-1acf-4f67-91c5-c26d56c26b85,1487,5.414.748,8.547.063,1
ff1ecaea-c093-4e41-9a1c-180e8883db03,1459,-0.91996115,7.484.948,0
e1fd6956-75ac-473f-8897-7890beec2ef3,1470,60.973.544,8.502.918,1
eb06f118-a98a-47fc-a0dc-672937c674f2,1420,60.261.927,8.573.736,1
6cdd53b3-1c89-482c-bcae-bc87ee204f0c,1541,5.683.944,68.978.496,1
c1a3fd13-b82a-40d7-9cd1-46b796dcf8fb,1522,47.980.175,61.417.727,1
32e7a5b0-0218-4745-af20-ac31fd6cdf07,1482,60.464.244,7.931.241,1
a30421ca-58d9-4378-85c1-8943304d8696,1443,4.186.598,8.938.062,1
3691d2a6-d644-41f3-a30f-4b61eba1a85a,1453,46.906.996,9.121.406,1
16d384ff-728d-409e-a690-83876953e46c,1475,5.799.324,9.014.677,1
0b945947-d4ad-4774-accf-979322397466,1485,0.829731,74.381.156,0
ab64dfa4-4ffb-446f-9ee1-d38308924c43,1473,4.417.876,8.696.303,1
78811125-27ef-49cf-9031-0f68d0b86715,1495,57.695.537,6.720.636,1
f666e47f-43b1-45e5-93a0-7b36281a61a8,1468,40.210.147,72.520.204,1
86715835-85e2-43b3-85ff-abe7d70e0714,1487,5.514.935,7.081.429,1
29c4976e-1554-4f22-a548-4b3f6d4a084b,1493,-0.771838,74.588.075,0
28966328-f6f0-4a8f-a543-c18301e62702,1501,60.420.656,77.716.312,1
74fa4ce0-05c0-4195-9853-0b82d6100877,1486,46.729.126,9.116.531,1
198552c1-0214-4555-8e8b-5654d4caa2ec,1459,48.024.244,60.789.785,1
c10b55b7-1da6-4dce-bdf2-ff257d5be311,1511,45.936.728,76.842.923,1
df333be7-4d56-4734-851c-2f0862778444,1500,-0.48360133,5.100.999,0
28f076b0-6500-407c-9dc4-ee0588e03ff1,1508,0.95574796,57.459.207,0
a25bd53a-5a2d-44eb-9c66-a1e1ca876bc3,1485,-13.017.244,69.359.217,0
40d5160e-860c-4558-8c4f-c195e77f3ee6,1483,5.273.321,66.663.404,1
5a89618a-a811-42f3-a920-dcd75823bfa0,1411,45.192.122,65.429.215,1
946cf206-d669-42fd-aa2a-83e12521417d,1480,6.365.657,776.699,1
125a2616-0c50-469c-bd46-a69c03d76b57,1517,5.796.456,8.314.635,1
ebd4efb9-15f6-43dd-8b10-ea6d3f73ce99,1477,5.913.404,7.602.333,1
a1c60ff6-ab4d-4467-b82e-5f9365edac19,1477,-0.73726535,731.264,0
56ba2103-c7e5-4423-85bf-6a1def58d03f,1487,3.828.669,8.236.353,1
47aaa268-b3a9-4e37-ba5a-d78f0de2eb6e,1547,4.573.378,65.694.375,1
fb29ddab-53d0-43fd-bc68-144a6b65f9f1,1529,4.585.876,9.113.344,1
47ed96b1-a275-4d45-a98e-50c7b764660d,1484,-0.8344058,70.858.526,0
ab8b80c7-8dae-43a3-bde2-c2eb390c3e4e,1466,-0.79929024,7.728.968,0
74cb2bf8-a9bd-48b5-80ea-bdbd368e5cf6,1452,-0.037747156,745.199,0
0b861014-78fb-4852-a68f-9ebb7cbafcaf,1487,-0.4092907,71.187.506,0
4450b6ad-ef95-417e-855e-414365fa9f86,1472,55.514.746,8.708.134,1
0becd480-478a-43d7-aa5b-204c69ee5b58,1479,37.696.068,8.047.111,1
c8ce748d-0c27-4b9b-9182-411f4fdfc930,1464,5.880.195,79.581.285,1
4b670ff1-6bed-4e91-bb0e-b88e2b501a18,1485,60.306.826,8.533.919,1
0bcadc94-d1ed-4e8b-a2be-2131e43b1679,1485,468.124,75.212.846,1
d070f810-eea2-4d93-8ce0-3314f493c261,1462,59.506.564,8.495.982,1
5c55abc4-7c77-447f-9717-413f3bc2e7f6,1486,0.7455221,6.996.246,0
8fe0febf-9b33-4931-b210-4d8d3e60f243,1488,0.20632784,45.289.407,0
e2b1755e-b345-436d-82de-44ccae92307c,1530,6.317.131,8.550.216,1
7e2ad9ad-6b67-49c7-b856-22e4f601338f,1481,4.040.664,8.872.831,1
c67a9e9a-bce6-4740-bec8-eaed3cf973d9,1478,52.695.503,74.208.956,1
d2d7d244-0a90-42f6-97a8-d00ed083eb01,1468,5.511.144,7.773.998,1
6bc30129-3337-4df8-8245-1722b0eae68c,1452,-11.838.222,7.271.681,0
1f04659f-4645-424b-8ba8-754fda58c68d,1473,36.518.798,8.634.886,1
3ea9557c-e585-4531-9bf2-2e6216f44d99,1504,56.925.526,78.690.186,1
3463d0fc-da12-4a4e-a286-a4731449a7fe,1482,4.689.622,9.201.639,1
b10361dd-3a72-4bba-bb20-790821f9f95f,1524,5.193.692,8.864.528,1
6ffb75b7-df0a-4685-8c25-b19474f5f38d,1467,-0.60576886,75.328.417,0
dcb8f316-1caa-4acf-967c-68c1a228a52f,1502,5.722.614,9.172.725,1
51e81fa9-0d43-4ed1-9a69-13183eec2d1d,1435,0.38096967,57.371.087,0
477a35fb-619a-4eed-ae89-f4a277face4d,1498,4.756.991,8.788.586,1
c8b23a05-e5af-4701-9f78-7fb617654729,1440,13.724.598,64.785.247,0
f0dc5dd6-491c-453a-9816-c1acb9b7671b,1483,57.760.315,9.189.565,1
48006861-fe42-4167-981c-e06eac326f8e,1537,-0.059252873,540.501,0
351db226-89c1-4cc4-b73f-fb17ed2946f7,1480,-0.81261986,5.060.259,0
57ecc69c-22b4-413b-817e-0979474808c1,1410,0.25369516,7.694.441,0
cfa137d7-3ee5-430e-9e9f-ab78fd97e6bb,1480,-0.144088,7.605.461,0
cec9de79-7603-44e0-836d-903702c6dd5a,1497,-0.22618449,49.084.973,0
99f3167d-4591-4e52-a580-970d0425284a,1473,52.492.146,8.446.376,1
cdacc113-5f39-4f26-92ca-dc63fbe49f52,1463,-0.883382,6.066.773,0
178f2b7a-6af9-43ae-a56e-8ba08ba4dcf4,1537,-0.40864688,77.716.284,0
ca2f7a71-5d77-433d-afc6-2e4b3eaf42f7,1505,62.549.105,7.547.983,1
5c5ba2a8-6546-4f84-81f6-2248dd3018c1,1580,554.911,7.900.703,1
45609e5c-7ab4-4bc4-92c5-ef491cd02207,1453,-0.88677883,713.214,0
27ed8c94-7ba6-41b0-ac9a-0aea3bac7a49,1460,4.234.147,64.852.824,1
9bd0405c-ff3b-4b8a-af83-c47582e58bdd,1509,48.061.857,8.071.983,1
464d367b-2e76-4a3c-a12c-24885d43c7f8,1514,-12.154.325,75.347.958,0
c97f4161-2503-479e-acb8-f8e9c5650f44,1456,-1.268.141,6.934.829,0
79bf0a47-731c-41ef-83e4-65c4bb0a7f5a,1521,57.677.956,7.957.297,1
de501347-21a8-44ae-8206-eb027c624a9a,1505,55.592.923,77.851.844,1
833afa98-f640-4a4d-8792-045b802006d4,1488,37.667.015,8.247.306,1
a75038b4-af8e-43ca-b218-059d65f0ea0b,1464,-0.8748179,58.105.583,0
f87ae181-1933-4a86-b84c-1076c4adb62c,1475,0.9244119,53.489.323,0
059e5d13-a354-4c6c-9974-3ee3ca4d895e,1474,50.625.896,8.892.986,1
a64b2459-b7b7-475c-8ef5-5a79e167e2a3,1492,46.379.786,60.650.377,1
eacdb80d-e26f-4b81-b1df-3433dd4fcd21,1470,5.429.252,6.343.089,1
133f182f-2df0-4fe6-8f41-e0192f0cb519,1517,6.291.296,8.642.398,1
eb6f0399-b9d7-4a7b-b446-d73408795a76,1475,-0.7437412,72.353.277,0
57a3cea3-1836-4e84-ae6c-bf5b912370fd,1462,54.210.925,615.785,1
098782c6-e2c8-4b39-bc0e-7a438a592ebf,1526,0.3789558,6.423.542,0
c7245050-4133-45f7-824c-74ef6c8f6d4d,1508,-0.47516072,57.698.035,0
a6205cdb-a0aa-4f72-9a3f-38d77f2c552a,1453,0.89154077,66.075.892,0
139c8803-fffa-4558-ba4e-836bff76699c,1478,0.9350766,69.671.183,0
4c389fe2-6f86-410c-8d8d-70e71bedb41a,1585,39.925.125,74.831.023,1
d880a3e2-516a-41dd-9f92-0c270bb27031,1479,0.117174305,4.788.886,0
d0eb5ddf-e2dc-4b2e-91a5-554aeeeca7b9,1469,-0.63564134,49.185.586,0
7ab8777c-7f42-4268-8425-bf0747959689,1479,-14.538.817,66.883.173,0
ee1632ae-1b1e-4a0c-a999-dfb0df2eb3e7,1473,4.367.297,60.984.907,1
1c67b44f-8bf1-43fd-ae3c-f59e005539c3,1465,-0.27202025,63.737.845,0
e3ccbdd4-8056-40b2-a70f-1aa5a4f7098a,1502,0.43668517,4.666.934,0
a87a0b17-faf0-46de-bf13-d46e109980f4,1494,420.356,8.755.519,1
db707a32-b4c5-4577-bb7f-ca108780ffa4,1463,52.904.353,67.807.083,1
9c799a4f-f592-4520-b428-530cc609168a,1503,-0.6589142,64.404.054,0
9c4f4fbc-538a-461d-8eff-73d56d1b720c,1497,53.098.297,67.076,1
386af325-37e5-4320-9f82-828cb3d9ca25,1494,-0.734597,61.490.245,0
b4807626-e3c0-47c2-9dc2-4d6e77d7bf27,1437,0.273814,58.260.894,0
841dd2a3-050f-4479-ac65-65082a1a3c7f,1484,-11.827.376,70.393.834,0
cab79b3d-f4dc-4393-b1d7-79430c4a010d,1473,4.300.564,8.106.321,1
1e53713e-5e6d-4b8d-a8f0-cb642cbb9d14,1531,0.015558852,8.240.727,0
003cad95-0ccc-4569-a019-cd5ac4168037,1534,5.674.486,78.456.197,1
1e139e9e-df5e-479e-834a-d95d50e8007f,1478,46.007.156,6.081.443,1
c7ee3c61-b6a1-4798-b59a-1cc9c2c4641f,1556,-0.04113377,7.948.005,0
b6ba01ba-2c2d-46ad-9ce2-c79b0e268440,1469,-0.71881485,5.774.943,0
bd0dd51f-1594-49ce-ad6d-86d6e7406067,1469,-11.126.927,72.036.414,0
7698885f-582d-4ff4-835b-379992325046,1485,5.552.188,9.200.201,1
1bf3b56d-78cf-4871-b564-0eb39da8148e,1504,5.987.226,74.904.594,1
ca9c98a0-4e12-47e6-b2ba-ade2a7b11cb0,1482,0.66173214,78.010.564,0
28105b11-22d8-4bf7-bbfd-adb18ce5248d,1505,51.045.227,6.248.094,1
e556aabd-dda0-4180-8f29-5a5a4edea641,1471,-11.636.322,63.613.257,0
e768fdf8-16b6-4c47-81da-79e2a1e49d12,1472,0.8244102,70.838.637,0
863e72fc-19d7-41b0-9535-c94fb1e5b7b6,1480,5.521.724,8.297.247,1
d06584fb-a4e4-4abf-bb4e-3d84b5282b89,1496,5.211.086,8.880.126,1
e81566f2-1a40-4813-8b76-3878687ab85c,1420,5.730.462,6.538.328,1
08fc4128-c50c-410f-b4a0-c3eb63290f1e,1492,59.318.924,8.148.674,1
112f3e4f-86bf-4651-bba9-674dec348f30,1503,43.266.487,891.746,1
b240dbfd-a956-4ea0-83a6-4c273efea21d,1482,-0.84092987,66.368.074,0
369abd26-8420-4911-9854-c97e204d2de4,1476,40.989.666,7.799.077,1
32119993-9c16-4371-8a10-a3586d8f6979,1553,57.269.225,77.840.915,1
85b08d0e-9882-48a3-b332-c87fc0372144,1495,4.559.822,7.610.861,1
b57d259c-9f83-49a9-b98f-7b3aef4026fa,1494,5.748.726,8.946.143,1
53735a9f-40c4-42ce-a16b-f5055b92a991,1543,56.500.454,7.845.564,1
7e579e22-46b3-46f1-b403-5f78cc11f8c4,1476,52.272.177,8.775.785,1
d5d899de-4fa3-4809-8fcf-aed034a27f21,1443,0.7969882,6.091.922,0
3e9e512e-a0e0-48a8-8e74-4bc4285e0252,1495,0.47775006,5.180.828,0
70dbce90-3efe-4a76-9df3-8ede9cb15743,1456,-0.29520723,79.835.367,0
9671e524-ec73-4d97-9447-1a8948ccf827,1497,0.17993915,47.516.017,0
e7e89fab-058f-4f04-ad47-01044e0c3afa,1490,57.265.944,63.579.698,1
5d2c4b05-985e-4dab-87ae-35517fe396e8,1531,0.23346758,46.242.743,0
81694026-c68b-4c78-9497-140a2b4ea99a,1492,4.585.787,8.743.151,1
40109ab3-08ac-4554-ba1c-ecd6e8af9894,1472,47.580.714,69.401.484,1
81b832b5-4d2a-4241-b660-a39f26ef0f32,1487,4.895.125,9.071.622,1
5cd834f3-2926-4fd1-80ed-df4aca723366,1508,0.9692636,7.010.303,0
64ff1338-78d5-406d-9fca-68d816ecc892,1477,40.868.297,75.588.007,1
a0a8f53c-5027-41c6-8d9c-2e1a9dab7749,1475,-0.8128621,5.381.759,0
9ce67f87-6d8d-4484-8d2d-c327df77ce51,1426,-0.7906677,74.021.444,0
32413a95-768f-4c6e-84e7-0a4d5618d124,1514,-1.322.187,7.069.355,0
b74a1f21-70f4-4721-8520-abe894dd7c92,1475,-0.6437445,5.100.055,0
aaf01d50-ceb8-45ce-b743-e09c30c90098,1485,0.8250009,5.302.671,0
e44c3e52-f316-46b3-9e4a-39f779f26840,1458,0.69263524,78.536.973,0
2563d1c8-de21-4608-9e7d-45f84c00fc5e,1465,50.779.305,8.409.825,1
f61fde25-b0ce-472a-b9d5-5a0733e8d47b,1449,-0.8899855,6.809.118,0
4fe811c4-98c2-4d51-8123-03bb684ae1ce,1561,55.192.795,7.124.773,1
1ce337f6-217d-4bdb-b044-628fbbba4b94,1411,-12.245.467,69.380.746,0
5dfdf8d6-6ace-4e84-83ce-f92224fad8a9,1467,6.352.753,8.211.422,1
fe0a6702-4cdd-4cb7-ae1c-873da9f508ac,1478,40.798.364,70.083.914,1
c7eca648-a1a1-4af5-904e-2a1b66ac5d9c,1575,5.573.566,6.615.936,1
0e97934c-2980-4bf1-b9e3-dc5d65260771,1513,5.456.929,6.982.854,1
57fd1060-52f9-40ad-99ed-53634527f9e6,1590,53.756.213,6.358.854,1
8e1f15aa-206f-40df-b9dd-0f2280bce381,1498,4.800.833,64.220.204,1
aa6b6fa0-aac3-4456-9ae4-b330015d8add,1496,-0.2681143,4.865.161,0
c4bb887c-a1e9-46bc-a6a5-3629bc8797a6,1470,-0.99578536,6.375.013,0
7baa573f-8716-4007-9884-58733d4c16bf,1538,413.467,897.061,1
4f329053-c192-4ca3-90ca-3de7b7ef02bd,1414,-14.643.083,7.189.135,0
bd025f8f-5d29-4446-9072-2b1754825388,1459,51.516.485,67.050.557,1
77810859-21fe-412d-bd90-61731ed37c93,1524,6.008.247,77.976.565,1
693fc348-5b3e-4cdd-857b-f7fd50329073,1460,-0.005234333,4.705.908,0
61b52061-c1d1-4d77-a7cb-670bd0502740,1471,51.566.706,6.852.734,1
06e73992-f915-4f62-9a0a-c441532c56f4,1490,4.707.046,9.217.003,1
2c28e3f5-d979-411b-a60c-7364f7fc8531,1489,-0.84131366,717.459,0
495e8a3f-1e18-49f0-8499-f986cb2f694c,1526,0.48156944,4.766.877,0
f6033455-6f36-48cf-998b-caa2db742ca9,1459,5.166.761,8.163.123,1
5723d34b-a92d-44ed-84bc-cd3fcea0e3b1,1507,42.677.803,9.164.063,1
c5e4dde2-403a-43f9-af9d-5fb84eba1e10,1469,5.315.765,63.231.087,1
f81f6e10-542f-45fa-93e0-edcba6d4d1fb,1460,-0.33397278,73.546.276,0
1368f140-ef5a-45b5-be5c-a51269000674,1465,5.631.353,9.350.691,1
5edac215-ebc0-415b-8c3a-d901d06fbd1d,1466,41.203.847,7.843.947,1
2b153e11-40b3-41d2-86ae-e6de700fb821,1476,0.88029474,70.949.574,0
b150b370-bcd0-4367-b0c1-fe568b36eacc,1576,55.926.213,82.140.045,1
b6985638-8e7a-49db-b0ff-b5828a233db9,1462,61.291.823,7.065.593,1
b21ba22d-8845-4aa2-ab19-ecfcd6b58262,1490,559.526,9.262.234,1
801543cd-0b14-4bad-a074-320793894f01,1467,-0.91201437,7.782.163,0
803a4fcd-9de5-41dc-8d64-bbae7bf808fe,1460,5.260.886,6.856.231,1
039fa272-0aa8-4393-8b0e-3273c4f42256,1453,-0.8882908,74.737.773,0
0e10202e-6f93-4582-bfec-b2ce1ea5cff9,1509,38.608.217,8.795.436,1
23f15f85-757d-4012-aaed-5ece343520bc,1478,0.22073631,65.590.878,0
c92ad9cb-1d36-4a45-ade1-139ca10728d9,1458,0.7077722,69.988.256,0
96199ae9-fc38-4b40-bb0d-7efc57b10e49,1433,36.747.694,7.772.605,1
a592a557-20db-40e3-a90e-48845321ec8f,1491,5.903.145,9.081.979,1
f8539bad-a2c9-4c86-a271-1dc9dffcf228,1457,0.65875125,48.031.535,0
bfcaf3ac-be7c-4a7f-be4e-d18be65d9a7f,1555,6.031.661,8.650.965,1
3330449c-2a2e-45db-81c9-6a4704e6d937,1503,4.342.955,8.620.458,1
67ce9e1f-34b5-4f00-9673-786763d4e4b4,1479,-0.93188816,72.794.967,0
4453ce35-cdea-40c0-a275-3a2cd9134938,1464,4.585.179,7.612.301,1
1df41668-e4f5-4ebd-9933-6aabe8c2ce56,1450,58.052.692,79.017.587,1
121bee1d-fe1e-46a9-8a8b-5d91e1eb09c7,1445,-0.47486922,577.287,0
d4a29fc3-748b-41e3-940b-0daed5f78a98,1471,56.501.765,9.052.459,1
0fe965be-b548-44f4-ac01-a34eb64cc4c7,1475,5.858.618,7.004.765,1
b7585cb8-94fb-4adb-a928-f9b62f635ee4,1469,-11.179.591,68.968.515,0
c3820d8b-d8a3-4d7c-b175-67f444d265e3,1520,46.069.527,7.325.238,1
181b9009-8615-429b-9e88-6dbeff396460,1412,-0.636094,70.618.324,0
645ea2e5-066f-434c-8f9e-a74ed3c6a9c4,1484,-10.952.159,61.984,0
e3a08557-6c82-4add-ac91-1b69110ae45c,1499,0.21542086,74.476.266,0
6d75b63c-02e9-48b0-a3b2-f8ee95f98924,1467,0.90453917,5.288.454,0
b5f7e87e-b17e-46e6-8256-aec3d6dd84f3,1466,0.781645,6.430.004,0
2a733949-801e-41c5-ba84-f906b1b881ab,1529,39.037.507,74.556.494,1
7c6174c5-8bfd-4073-9ea2-ec9db5651a15,1477,5.655.512,77.720.013,1
3fe6c717-d70f-4ced-868d-1664fbb5f324,1460,4.128.735,7.882.419,1
c6996f3e-7689-41cd-a58f-3d86f9bef93f,1425,-0.53258896,59.547.954,0
96945797-c9cc-462e-a607-106950a79d6c,1490,36.485.417,7.718.697,1
ad5ce8fe-e0f1-469a-8f7a-670b8fdcbe5b,1454,10.364.074,67.989.926,0
3ee88d23-5d5e-4a55-9996-bfa5eb7c6e85,1528,-0.87711775,6.489.322,0
4e8aa933-7c8e-450b-b7a1-9dd11fa76dbb,1547,-10.920.149,60.512.533,0
15325b18-a94d-4c7d-940f-f7083058aead,1496,54.491.405,6.447.555,1
98025c29-13cc-4df7-bc72-d36c57081149,1570,62.805.285,793.566,1
4e561ba4-2ac9-42c1-b104-4d38d3d1244d,1485,-0.14490768,7.442.553,0
2df57f66-10c8-42e2-9d3c-22bcd23336b7,1535,60.357.347,8.725.255,1
764a75cc-ecca-4404-b585-d9274da8e05e,1455,0.3112322,4.726.657,0
25f68c4b-44f8-466b-9d07-a77c6c465e6b,1448,-0.1366982,7.895.082,0
d1140129-0056-40c2-9cf2-558cc5997edc,1505,0.5860323,61.138.153,0
8c4a24cd-62e5-4808-9b50-dd42a5e1618d,1496,4.687.294,74.019.628,1
c52338c5-79da-4cd3-a243-052bdedbc07d,1445,10.611.545,50.821.104,0
38e46647-3a19-4943-87b8-a6c7b3f3691e,1486,-0.663037,7.107.076,0
32d0152d-40ce-4ca6-808e-2ccd79da6225,1449,0.3025767,7.923.556,0
e9d161ab-a82a-4226-8714-5954121a338f,1473,4.714.211,6.874.952,1
58f5db61-cc91-4da8-83fa-c2602130b131,1449,4.260.337,71.408.486,1
d24f3976-972c-4a48-9c61-0f05a77561f1,1459,-0.4602998,7.828.126,0
a90ce8da-88af-4bbd-bda5-6d30647eb241,1438,-0.39705393,78.945.236,0
814d64ee-497e-4030-9de6-5e0876decaa7,1447,0.21205004,48.563.704,0
357723c2-7a7b-4c69-99c6-1c30f6918482,1448,4.039.098,9.120.975,1
e691f5dc-dbf9-4983-a1c4-4a5254bd83f2,1538,0.28454,7.830.459,0
b49c2189-eade-41ff-ba01-6196761271b3,1506,61.561.284,8.132.583,1
1cae307a-ee20-4800-a06c-d83f6165026a,1465,0.38600597,75.569.897,0
14369d8f-1bce-47a8-8332-9ab3f1343cca,1451,56.440.973,8.318.432,1
0cef968c-4877-4545-85f9-f2001549cc31,1469,55.780.306,8.474.651,1
7ddaec38-7da0-4633-8d83-b5ffd666ba0e,1540,0.14691372,45.985.374,0
67c57def-c678-47e0-b700-43f4d1d7b3fd,1496,4.723.145,689.381,1
84cfe8bc-7b8c-4100-b302-666427f5dcdf,1485,60.568.986,71.573.257,1
cc84ceba-d372-4feb-afa7-fb7c72ae0d9b,1472,45.437.675,69.195.886,1
5407a766-1517-4acf-82f9-d5d234693088,1540,5.493.496,66.440.654,1
1aee6bd8-8099-47bd-afd6-1cfd8915118d,1548,57.181.487,8.463.148,1
94f0cb0f-7b0b-4b0d-9162-f99731bec44e,1476,53.970.184,9.087.269,1
37ff20aa-8665-405f-9a42-07c8e74ffec3,1454,0.21694912,4.865.352,0
fd386a7b-3092-42b5-9551-55badbe84a48,1546,49.823.365,8.338.459,1
53ac5194-957a-4f85-ad7d-a00193f3a65b,1535,-0.12587702,7.069.463,0
f09323e9-53c3-49e9-833a-0ea29e7e0b1b,1487,5.034.751,6.042.201,1
91c4329b-5c5f-4fef-916c-081657ec1e0c,1520,49.225.163,64.677.606,1
06e2a290-1897-4764-b421-ba54579444c5,1486,52.530.937,8.351.136,1
189671ca-3498-4b28-b493-f7975471a630,1477,5.258.097,9.357.996,1
2d73f8c3-3690-46b5-a2a0-226462475511,1474,0.7131163,48.965.707,0
a2909e08-0819-4ee4-8bac-07e0cb51d6b1,1453,0.084050775,70.517.936,0
995a3e55-e16e-41af-bf11-7c46474cd8dd,1496,-10.746.231,65.620.008,0
cb093392-02b6-43ff-ad29-dba7e6024d7c,1554,-0.087817095,7.980.639,0
d567fcbd-fd7c-4486-b28c-c655ea238133,1500,-12.577.121,69.701.996,0
