read,length,D1,D2,bin_id
e5a91497-aafc-4d93-b51f-5bd0aacf5f03,1400,7.4754333,5.2581387,0
c21ec1ba-6530-4b07-9fa6-07372edf630b,1481,6.470993,5.8848147,0
3a5339b5-973b-4b93-a311-ea0452e281b4,1499,5.6292505,4.5386963,0
e573f557-2ac9-4fee-815b-969482de4c6c,1466,1.3391556,6.5862813,1
0e4d7802-c973-411f-bc9c-b31ab18f5e63,1440,3.2850728,6.540558,1
a79216a8-d899-424d-803d-0bc667590963,1474,2.7912834,5.54477,1
8a37f235-81a0-4bff-aca8-8e3d9e7e0574,1500,6.1275897,4.7797866,0
a35ee38c-c504-439a-bf7f-390a3dec0ee5,1506,6.81219,4.109048,0
9ccb0438-3152-4867-9837-54754167fe5d,1470,3.0475085,6.156093,1
94c81bc7-1103-4b5c-88fd-12f011ebaf5f,1478,5.766037,5.1924253,0
544ab136-7455-4a8d-b2d8-acf15c525470,1503,1.8164817,7.2273364,1
a9cda80e-fe67-44ec-be94-b99950364efd,1483,7.3832264,4.6950994,0
c2a64c09-c3d0-41d6-82cb-ff87acb6f55f,1510,7.4113493,4.1694856,0
74af5748-d913-4469-a788-0f767cf5e691,1525,5.692218,3.8696985,0
79445a13-2a86-4977-bc3d-9b7812a89148,1564,6.467873,5.4457364,0
a5778e1f-fcf8-4274-9025-8ca68fbb18af,1517,6.0261555,5.146772,0
56a2418e-8a4c-4ef0-967c-b1d3b69afc78,1498,2.680842,5.6039796,1
22caae9a-d9b2-4a6d-b68f-9b0f59052c57,1521,4.9286547,4.7673917,0
a876e3fe-9da7-49a5-9824-5d12eafb10a1,1476,1.558665,7.5782804,1
f91c23fe-bbde-44af-835d-2863c2022ba2,1462,2.4365904,7.1355863,1
987bac73-1b81-4c18-91a1-e259638daee1,1535,6.4960346,3.5841262,0
133e3bd6-102d-41de-ac5c-c1a266108cad,1575,7.159348,3.5547228,0
2c28065f-2ca2-484e-837f-037199da0336,1480,5.8149457,6.110444,0
e0db289f-ade1-4f39-a43f-4c2aefee9df0,1492,7.010793,6.060114,0
3a115348-049c-4a68-ba82-a6bc33df9882,1459,2.1854613,7.3033385,1
7710bab3-f483-41b1-bd4c-c1ef2fe157a0,1474,5.889911,5.456516,0
ad4d4a02-362c-4da4-a230-503ba9d45af9,1522,6.4220753,4.0952334,0
3255e854-9ad5-4f3d-9dde-d91f9a75d4ef,1448,2.219497,5.544171,1
87eef0ed-c4bf-4c75-bf7f-4db725755c12,1456,6.455238,4.3255534,0
fa1e18bb-ed19-47e2-b322-34139f46b7b5,1471,0.9812489,6.7504687,1
be283ec2-d8e5-4e4a-bb56-381a99d30ed7,1489,5.8611813,5.88255,0
f9597590-6075-443d-8526-f6bb20ed14a8,1496,5.8965516,4.227542,0
a25024e9-f919-4a96-b6e6-3d6eb71c0548,1424,6.4456654,5.885915,0
b74cf33a-fdf8-46b4-b283-33663db2274b,1491,1.7530185,6.537024,1
1703bcd8-f454-435d-ae8c-59b52341d188,1494,1.3503562,7.496549,1
915ada02-cf87-440a-82cc-289fa33dbfc0,1562,7.361665,3.564953,0
88885e98-0407-4e9e-93b7-4d1d69984fb3,1467,2.8836174,7.174169,1
a9009a3b-ece8-450d-a29f-f038715e01e2,1495,2.658489,5.409997,1
4506cc2b-430d-4380-9789-2147497d4092,1505,6.7786856,3.9891083,0
0ac0a272-553c-4cee-9e5f-c88152bf5b72,1481,2.4004664,7.3617616,1
cf11249d-90b1-4ee6-900c-fd54d4dc009b,1473,2.3706214,7.3574047,1
c461a10b-45f0-4c0f-94a4-3c3e5337b791,1469,1.4902098,5.5177755,1
0cda4060-f524-4995-93ec-cfa6e568efeb,1508,6.224835,5.9015102,0
c28db3df-785d-4bed-92fc-1167b104e086,1440,0.66164446,6.263204,1
10f2c785-559f-4014-9976-e0fd59160f77,1488,7.067019,4.6080523,0
137c0906-2abc-4b93-b195-32fc55f9f716,1469,7.111208,3.5651221,0
45ab09fa-944d-4145-9e34-833a5b4ccbd3,1464,1.3732045,5.292201,1
5c2d5571-7900-4278-9988-8adf50784cde,1460,7.172157,3.354235,0
cb913c43-9ed9-43dd-86de-b9ed61069a49,1471,6.5790057,6.101609,0
5827aae5-2582-46b0-8cf8-e786c939daed,1478,7.9865365,4.4889126,0
79551845-6f4f-4c15-8427-2ccaf01d2262,1440,0.8213735,7.1166787,1
a9b56988-8171-46d2-ae4b-91dce7c1fcef,1485,5.2207155,5.054922,0
02f96e79-bf3f-4971-ac97-33a728c83e64,1518,5.143995,4.778932,0
5948fa22-4366-4ef9-95b7-62dbcf75ea40,1460,5.219195,4.5730977,0
d56bb91b-b211-47b3-b703-8253fdec4631,1496,0.7727503,5.176848,1
e25ec79e-b18d-499b-8f92-7695db2bc434,1495,7.821983,4.948878,0
9ecd56c3-c7bb-4037-94e9-48d0a5e86fd6,1555,6.511353,4.4315414,0
cc4876a8-4f80-4e5f-b6bc-cf0de1e05396,1467,4.7768435,4.9685206,0
04f1d60c-cbb7-493c-b413-2efc45dfe2d3,1476,0.8897739,6.0082664,1
1f8d73c5-644d-4a19-bb12-f96b2d4a311b,1532,7.4564414,5.545145,0
94320d97-4ee4-4a84-acef-97bc51199aa8,1498,1.7819374,7.7734127,1
219f9cf6-8b8d-470d-a315-01a4b8984bc3,1500,5.8729234,6.109026,0
f9dd2270-460b-402c-b046-11e6324c07fc,1563,7.7362213,5.2255907,0
0aa096de-262a-42d7-9774-80a186fcb10b,1477,1.7053087,5.0733285,1
858df9f2-e78b-4b50-98c1-93bc627dc7e2,1496,6.2901845,5.617411,0
125b4ce9-d33e-4c07-b915-9b0aba4919ab,1484,1.8544414,4.8886614,1
1bedbb61-465e-441e-ae8c-fb87404be021,1512,6.7713423,4.174066,0
c08624c7-f43d-498d-afca-ca0d3a47f5c7,1468,0.6974887,5.375464,1
568f766f-7010-4849-bc2a-5ee47e55ec07,1456,2.7400875,5.5588717,1
2148e3b4-8f9e-49e1-b65b-cb428b2adef9,1476,2.5759254,7.517809,1
1b286834-f316-4575-aef0-9f487947ef99,1470,6.7721496,4.0345964,0
b64f6e5a-b0ed-4c51-bc52-377beea1719b,1433,5.921594,4.6265774,0
e6260c22-65f0-4427-bcab-711de0b438cb,1464,1.804042,7.448455,1
4c2699d0-3fdb-4c09-9315-7668d761af7e,1518,7.2712626,4.985693,0
bbe8971d-f2fc-4ad6-9856-09e0b86b8ea3,1482,2.3447223,7.5204077,1
64d026fe-ac29-4ba1-86b0-8b88c964f10d,1528,5.5586,4.4868426,0
9931ea21-bb8c-4b90-8e65-8077a3985c50,1481,5.2133965,5.886312,0
fbaedcd7-b4fa-4212-b87a-e19af5553a6b,1423,0.525342,6.081953,1
a5a4d6fe-0060-4e8e-bc59-61715b77ba57,1521,3.195011,5.543724,1
bcd3c0ec-8daf-4a2a-bec6-8348a74ef3d4,1487,7.4961276,3.678608,0
822e1db3-d60d-4854-8622-dc30b61f192d,1432,7.0350738,5.2149506,0
9174a562-ae47-48bf-af77-e206f3417e86,1471,3.135239,6.9898763,1
912dfcec-b14b-45e7-ba00-9904bd006e39,1486,2.1604326,7.3595433,1
5bff9621-5709-42a7-862f-7436ccd2bedd,1487,7.1788425,5.640686,0
f10050fd-ff48-4438-930b-b10f57933a8d,1421,0.9752125,6.4616375,1
2cdb8fe4-2fb9-44e0-8eb3-7b07d464cc6f,1467,1.9394994,7.4806094,1
266603b0-0495-46e2-a0f2-99ab2722c47b,1480,6.113055,3.840314,0
1efe1ffe-456f-49b5-9cc9-1644eb018e04,1493,0.576527,5.9782906,1
3a98e896-eff3-4ad4-a6f3-4799fd89060f,1447,2.075499,7.2633414,1
1ecee6df-7e94-4647-b2da-59371e72b9d6,1508,5.7794447,3.7159996,0
5233f45f-078b-4511-8e46-1f6ddf377dd2,1454,2.8675215,6.506299,1
19c04e12-ec14-4a4a-b115-bd0aa9d85867,1483,4.866272,5.9334264,0
ba17c834-a94e-41eb-b7de-1d6c39fe9548,1517,7.0091186,4.4391127,0
ffe0bde4-ed92-4303-b4ab-e3c4a7f80c27,1468,0.6132635,6.6740932,1
a5998eb4-ae4d-41e7-a20a-d4da19bdcb34,1485,6.5815263,6.1290574,0
1a718b18-c8b3-4d8f-801a-7410e7fcd2cf,1479,7.342019,3.72405,0
78c0d08a-9040-4fa5-ad5c-2163e02ca9a5,1496,7.362084,3.679579,0
fbed9966-0c76-4fba-b5e8-8118263bed24,1480,6.8616295,5.8454847,0
d2e1649b-4cad-4a4f-aee9-d0bdc8300150,1514,3.8514256,6.418069,-1
dfc12d33-21d1-4c95-b443-a4cac01138e6,1522,6.575097,3.4255304,0
7de7a083-1137-48ce-bfb2-a457f7b7fa28,1460,3.162098,6.135509,1
14fdcbca-3d9d-474e-9484-4109f7e7d4d9,1502,3.095767,7.1933546,1
ead6028e-2107-46b7-8d60-b010e5b23778,1488,6.498813,4.6738224,0
454ceff6-5438-4474-b5c4-a6c8bee29a0b,1463,2.6556494,7.494547,1
fc2ae7dd-555c-4ef7-9be8-e4b9f9030506,1544,5.0073986,4.486436,0
6e1d7900-ef72-4966-be71-ec8d89ae7196,1497,6.3049955,3.7358942,0
296ed7bd-faef-4902-aeda-2cabdd87bf83,1489,2.5197163,6.6237006,1
ad4ef60e-576e-458f-b69d-b471a4817a9a,1467,1.9635586,5.4586277,1
806f6dbd-67b8-45b3-8127-9ab5ad041e1b,1489,6.662569,5.6252604,0
66871c9b-919c-4a3d-b7fb-c7fd036777ae,1524,2.647477,7.2759237,1
f28ec069-8011-4051-8abc-815027533189,1470,2.4359694,7.24064,1
4b9bc288-4e2a-4ecc-b62d-6073fc00e189,1470,3.0730007,7.1242337,1
9143c91d-fbec-4331-9228-6481e5ce96ae,1492,5.565045,4.0852427,0
00181a9b-cf81-4ad1-bb39-5cfbb3298f9e,1470,3.1050806,5.3282475,1
019b7d2a-6ee3-42b6-811b-0cb3ae590fb1,1444,1.0884974,7.568496,1
922ada68-d563-4dae-b31f-77e95cdd40c7,1502,0.26843038,6.509369,1
4b9a81a9-f984-493d-ab19-086ea4cfd452,1467,4.7118487,5.41827,0
b7dee57a-799e-4e12-a94a-ce8b113c6f62,1501,7.777628,4.0557823,0
5a799cec-0450-4918-b331-2f807569a51e,1453,1.016582,7.023514,1
5b56c6fd-3600-4b2e-91da-33d83ee2b9d9,1499,7.566026,4.0041313,0
f8cba211-2415-40af-a219-ff60634529a4,1555,7.9825106,4.0707555,0
c32aa522-7281-4be1-91d7-6bcb1d139f15,1443,0.84749985,5.101196,1
4fba250d-5945-4c12-88c4-be0a3ec17de2,1500,7.6239953,4.766803,0
0ffd6024-86b3-4a42-8fe1-d24d263cf9ce,1562,6.349148,3.7131078,0
ebb71bb0-64ce-4417-8801-d73351150ff3,1476,7.282769,5.113967,0
14a071f0-1d26-477a-9d17-61cd8678a5be,1503,6.6177187,3.6586955,0
d325b691-53f0-4095-bc02-8d1582a8f9ea,1473,1.24315,6.880472,1
da093ff7-e3cd-4249-9fac-741f6ebebf07,1484,7.88188,4.698573,0
c3cebcc2-de6f-405c-8d7f-1c6301fb5dfe,1472,6.6392994,4.9818788,0
66af43d3-8906-4da3-8c2e-fb0f1fa60959,1468,0.34453598,5.785256,1
a6250266-09fe-4454-a031-1f30166bb85b,1466,1.8234549,5.074261,1
f5737247-eb75-431c-bcc0-57fd5c650041,1507,5.91209,3.6086545,0
a50209aa-bb0f-420a-9c54-d2b572cb165d,1478,1.9149988,6.8039484,1
814284cd-7b5f-4444-aa06-60a9eecdeffa,1462,1.359228,5.5753007,1
c894b61b-b54c-4195-93fb-52bb1ba4db9d,1416,2.517449,5.073523,1
e3265102-be4c-4944-8dd4-f03acb0503b2,1478,7.5419455,3.7625883,0
d90d59da-e7aa-4b7f-bf14-a48d23115f2c,1566,6.649989,3.981361,0
8150ba80-2d76-4fd0-9ca3-f6e5c46a18a5,1510,1.7185271,4.821801,1
ad722810-3f8b-4a39-a5e1-cc7a1d2aa005,1445,2.1572974,7.4491053,1
5d8d5318-71b3-4925-8e01-d63e46a0b873,1469,0.75097233,5.8276277,1
1d4c5d35-5ddb-420c-8783-068d7788abd9,1455,3.3088458,5.5266185,1
647a8847-411a-42d6-b264-9bc5dcfc47b0,1446,0.85342145,5.621521,1
2f4f96a9-33da-4c6f-8707-105363054275,1439,1.1527076,7.257927,1
545f6ed5-fb71-4a14-9256-ada59033e71c,1477,3.1556404,7.0144205,1
eb7165da-5f31-42ee-bbfc-00c4572f4a30,1454,0.9536587,7.0674715,1
8ef8d029-0d79-4138-91c9-f4662ceaa609,1401,0.669115,6.8754263,1
f388ce2a-51b6-4027-b081-438ceda3390f,1507,6.1102896,5.340536,0
22feeba7-d21f-4141-a772-11c0bce42e01,1490,1.4801755,5.882137,1
4248f85d-23c3-49cb-bde3-187e17b705fa,1457,1.7469782,5.1036863,1
9da937a0-c3cd-4e3c-a3a3-3a7ebb9ca105,1480,2.6580238,6.9709296,1
08754cce-a5bd-48db-8da1-237442e341d8,1514,0.9413732,5.386885,1
2d384771-fcb0-4a42-874c-e0f8b4732732,1430,5.686915,3.7779992,0
df8e63ac-6070-4d11-bb85-79953e41c248,1506,0.99832183,6.749609,1
a9806415-fe02-46d3-88ad-9c402dfcbdf1,1474,6.2441225,4.53966,0
a8a4da7e-1fad-4b79-8797-017c7e491790,1482,1.69743,7.6364293,1
a37bd83d-e365-493a-98af-ad205a659983,1451,2.9230993,5.3389716,1
2a01409c-67aa-400d-be93-c3c5d80a8b43,1459,0.2746528,6.198844,1
b4b8ee2f-676e-4ae5-a162-307b7479c5b9,1491,6.0732217,3.9264421,0
af130e64-eb60-4e5e-b632-a41e82a3b072,1493,7.2782464,5.529244,0
d2cdd0e9-006f-4bb1-a669-22fba375933e,1441,0.85694456,7.065162,1
a9edf675-ff4f-471b-8269-c5fd4affe111,1487,5.9262514,3.5269945,0
9ec02edd-6210-4a94-a15d-a2338460be34,1511,6.6542654,3.6118743,0
71b56df9-13ff-4b46-b713-23150199c85d,1464,7.340674,5.0870037,0
912f565e-0963-46fd-81ef-45e9d08b674e,1471,0.9564047,7.275559,1
acffd7f1-f93b-4c78-95a9-b932fb3df1eb,1507,6.236769,3.7043993,0
3b3ab822-0d7f-4513-8706-25861b03a297,1452,1.5366838,6.9688587,1
d216279d-67c0-49fb-8e36-8aad7ae048cd,1565,0.73901933,6.462929,1
fc677c96-35a0-4f55-b317-82f1ceb8ea8d,1445,3.070907,6.289166,1
e3977b8d-d7e0-4411-877e-938f5b9c721f,1512,7.466913,5.1292872,0
3f17436d-11bd-41e5-bea4-b4610d448ec2,1495,5.5337048,6.013348,0
125fcca0-9594-4442-b855-154054f76e2a,1460,7.489285,4.0587792,0
7024b774-de2b-43c6-ad18-d017e261b735,1493,5.2927313,5.6195884,0
0ffdb9f4-1238-45f5-88e7-2f6f5d608cd0,1473,6.015121,5.6711817,0
f04718d7-151c-44e0-86e9-486259916370,1505,7.5413866,5.253729,0
aa3bca1c-cbc9-46e4-a560-176653541f5d,1462,5.4658937,3.8640556,0
c35f194e-ea51-4036-93cd-5baca48081e7,1495,6.2391977,3.556664,0
91c38f22-584f-4e92-b194-b246bdcb2735,1487,7.7663574,4.5797496,0
66a9a9a0-b2fc-4f66-8afa-6d882228c24a,1489,7.662574,5.247383,0
4024a181-2880-4ca6-846d-cbe1e9b7a549,1480,2.812221,5.7392673,1
855152bf-370c-4818-a7c0-dacdaf563f92,1439,1.8675863,4.8854284,1
1bcf4e6f-7853-4b1a-9829-84242c510719,1448,0.8551252,6.4774604,1
f21ab7ef-a148-4775-9326-63ed28697d79,1473,1.7107457,7.3985257,1
57982e1c-3b25-4e7b-9717-760039e801fa,1457,0.53993124,5.9274616,1
d3e18a9f-3b18-45a1-b8b6-3d5e1e94f0d1,1524,3.086058,6.7331367,1
668a8e9a-f55f-48f1-87af-60c7b7de8b12,1469,2.0766609,4.999149,1
ff8df5d4-535a-47d3-be0d-ecc9d6112566,1466,1.0926024,7.0770383,1
8f18fd30-a924-4d44-b056-c188410c2b8a,1489,7.062991,4.791895,0
a385e4ae-61d2-411f-b424-3c996518938f,1493,5.3463874,5.9333386,0
0a19e797-e590-4f1d-a209-156ec3ad7330,1469,2.622473,7.517876,1
78caf7d3-959f-4f2e-bea2-26b1278e75e1,1468,1.3767235,4.8186674,1
235f071e-a88b-4fb6-894a-58189f30fa37,1455,2.3343582,7.099275,1
2aaecf52-271a-46b1-9293-b3d1081023ae,1480,1.1588758,7.615371,1
e0f18cf1-be38-4447-8082-7badc42aa890,1443,2.9925416,5.816919,1
73dde574-ab58-4c9d-a515-83ade6c3fb0c,1483,7.799082,3.8812413,0
b704f6c9-0ff7-4734-a184-b251898bca5b,1456,1.7917846,7.3286405,1
bbff2a8a-0d43-41b3-b7b5-a7d3ce77933d,1473,4.976289,5.9843163,0
23ce23af-208b-411a-aa66-a00c310a4816,1459,2.588231,7.4383726,1
d41eb1be-b8e8-4173-8439-7f088cc7e670,1466,2.9021468,6.269339,1
52826130-879c-4c59-b111-977f46db45b5,1437,0.9890408,7.238013,1
0c15de5d-6acf-4747-b854-54e1ea329a5f,1500,7.732908,4.5938215,0
e5d7b431-aa6f-42ce-bff9-cad4bb2045c5,1495,6.711676,3.385488,0
844b1f05-1ce8-4734-8cf3-b85db65a34f5,1414,1.393822,5.067947,1
3e687965-8038-449b-ae51-3bc12c5ad211,1465,1.7599636,4.8398256,1
6ddb5bfb-6430-4784-9ce0-2d6a555da65a,1492,7.519975,5.2588434,0
9d60a9a5-0dc3-4c91-9224-05068d097b20,1497,6.1671367,3.8192317,0
edee1749-c370-4c21-9e80-287e7577b11b,1475,0.6291167,6.887067,1
fea4fb63-cc92-434c-a3a2-bcad712af898,1466,5.7310896,6.058367,0
49697dc9-263d-4a5c-92fc-ebe54fcf75f7,1465,1.1397532,5.2528634,1
d4047d26-334d-42c3-b8ca-42891abd7015,1506,2.2379987,7.534254,1
b14e50e0-ffdb-4a23-9d93-bc66c76ef8c5,1423,7.742928,5.2668343,0
bce37945-c844-444b-925b-dba2e0524953,1483,5.259486,5.4871063,0
bca3ea40-64a6-4414-8890-c5ce3e8f291e,1466,7.1757903,4.394208,0
1122bc6d-c121-487c-810c-38df939a57c8,1497,6.2567005,3.9686296,0
d46696ee-cac5-4e20-b296-2ef9e532b386,1467,7.3751144,5.506547,0
890ce14c-8fc0-4e20-bedc-3e132cf0669b,1454,2.590182,5.681889,1
ad3b0369-a8b4-48ac-b332-33394c9b0ac6,1506,4.197228,4.564371,-1
bc92ec37-ca63-4a67-bb2e-8a276905172b,1402,0.7735335,6.817284,1
e9b05bbb-98e2-4513-a74f-2ac494e6413f,1465,2.8906965,7.205054,1
27358573-9089-47e4-9b1d-0070529d630a,1526,1.3636911,6.338955,1
be56a9c9-8220-4eb2-8a05-e5eebd1fb247,1496,7.6637554,4.660667,0
d8aee193-dfed-420c-88e9-5a956ca82095,1463,6.7397833,5.449992,0
35b03396-7054-4025-b588-b4366f80f92e,1501,1.734799,7.0295978,1
99a1c0be-e698-4e79-8474-bc086a9ab3f0,1492,6.5987787,3.5986576,0
acf8f440-9ccd-404a-9ed6-c8b3df290405,1478,5.0876474,5.656505,0
062dba40-383a-49d6-a5e6-8d16a692a850,1516,7.8566203,4.605845,0
00361a96-b108-4dba-850c-2cd1608bd69e,1430,0.79318225,6.613864,1
412ac39a-3cdb-4bbb-b783-6e2a195d1022,1471,2.9102783,5.329474,1
444d83da-00ed-46e9-bb12-e7067680635c,1498,7.5323634,4.1638236,0
5845dfd4-8315-4491-a1d2-84a5f4cb3442,1487,1.2798134,6.589357,1
938664e9-ec90-4776-b961-390227ec0eaf,1447,2.8317668,6.77314,1
1a48cb1c-5e10-4641-a629-cae54890485b,1475,3.1078088,5.574548,1
c268295e-a028-4d55-ac2b-81e8f35c4bd6,1473,3.006299,5.7308617,1
c2d1a649-a467-4094-bd8b-21a79f4448f0,1439,0.6291407,6.081011,1
9311a0c3-74d3-4a50-ad11-0c956fe87bc5,1490,1.4331565,7.450397,1
8b27ca61-e8fd-456a-83c7-24be7cc3d6cd,1453,2.562191,5.642654,1
22d0ebd4-494a-486f-b35c-33b17c078466,1468,2.5085473,6.851711,1
fd01f7e5-5d6b-4326-82bf-0e05ca718461,1536,5.4686847,6.057784,0
c039c33e-2468-4c07-98ee-1cc0eab59044,1495,7.365691,5.522613,0
790dd00d-accc-4b5a-9c96-dc02024569ca,1479,4.6410036,5.0120935,0
4f0f3520-d21c-4960-a509-9bb6d450774b,1458,3.0312753,6.9871335,1
c2566b76-57b8-46b6-b752-a14dc10008cc,1512,0.5078561,6.502698,1
60e5e0cb-62fc-4ae3-b6a3-49597d70237a,1483,3.5010767,5.8667445,1
